epoch,loss,f1,precision,recall,seconds,hyper_parameters
10,1377.2355410456657,0.36773087599455234,0.5304724125495853,1.0,320,"{'batch_size': 6, 'lr': 0.0001, 'eps': 5e-08}"
1,1383.6600645184517,0.30003676999285395,0.0,0.0,328,"{'batch_size': 6, 'lr': 0.0001, 'eps': 1e-07}"
2,1388.727137953043,0.30003676999285395,0.0,0.0,331,"{'batch_size': 6, 'lr': 0.0001, 'eps': 1e-07}"
3,1385.1185854971409,0.36773087599455234,0.5304724125495853,1.0,330,"{'batch_size': 6, 'lr': 0.0001, 'eps': 1e-07}"
4,1384.4892564415932,0.36773087599455234,0.5304724125495853,1.0,329,"{'batch_size': 6, 'lr': 0.0001, 'eps': 1e-07}"
5,1384.1624156832695,0.30003676999285395,0.0,0.0,328,"{'batch_size': 6, 'lr': 0.0001, 'eps': 1e-07}"
6,1383.607783973217,0.30003676999285395,0.0,0.0,328,"{'batch_size': 6, 'lr': 0.0001, 'eps': 1e-07}"
7,1385.7462430894375,0.30003676999285395,0.0,0.0,332,"{'batch_size': 6, 'lr': 0.0001, 'eps': 1e-07}"
8,1385.3987001478672,0.36773087599455234,0.5304724125495853,1.0,339,"{'batch_size': 6, 'lr': 0.0001, 'eps': 1e-07}"
9,1385.3675826787949,0.36773087599455234,0.5304724125495853,1.0,339,"{'batch_size': 6, 'lr': 0.0001, 'eps': 1e-07}"
10,1384.1633314490318,0.30003676999285395,0.0,0.0,340,"{'batch_size': 6, 'lr': 0.0001, 'eps': 1e-07}"
1,1392.940002977848,0.30003676999285395,0.0,0.0,340,"{'batch_size': 6, 'lr': 0.0002, 'eps': 1e-08}"
2,1391.305652230978,0.36773087599455234,0.5304724125495853,1.0,340,"{'batch_size': 6, 'lr': 0.0002, 'eps': 1e-08}"
3,1393.4090611040592,0.30003676999285395,0.0,0.0,340,"{'batch_size': 6, 'lr': 0.0002, 'eps': 1e-08}"
4,1390.7923865914345,0.30003676999285395,0.0,0.0,340,"{'batch_size': 6, 'lr': 0.0002, 'eps': 1e-08}"
5,1393.0638875961304,0.36773087599455234,0.5304724125495853,1.0,339,"{'batch_size': 6, 'lr': 0.0002, 'eps': 1e-08}"
6,1394.00770637393,0.36773087599455234,0.5304724125495853,1.0,339,"{'batch_size': 6, 'lr': 0.0002, 'eps': 1e-08}"
7,1396.7574723362923,0.36773087599455234,0.5304724125495853,1.0,337,"{'batch_size': 6, 'lr': 0.0002, 'eps': 1e-08}"
8,1393.921980023384,0.36773087599455234,0.5304724125495853,1.0,327,"{'batch_size': 6, 'lr': 0.0002, 'eps': 1e-08}"
9,1392.2520572841167,0.30003676999285395,0.0,0.0,322,"{'batch_size': 6, 'lr': 0.0002, 'eps': 1e-08}"
10,1391.8059777915478,0.30003676999285395,0.0,0.0,328,"{'batch_size': 6, 'lr': 0.0002, 'eps': 1e-08}"
1,1393.715187996626,0.30003676999285395,0.0,0.0,329,"{'batch_size': 6, 'lr': 0.0002, 'eps': 1e-09}"
2,1390.9323100149632,0.30003676999285395,0.0,0.0,329,"{'batch_size': 6, 'lr': 0.0002, 'eps': 1e-09}"
3,1394.727271258831,0.30003676999285395,0.0,0.0,321,"{'batch_size': 6, 'lr': 0.0002, 'eps': 1e-09}"
4,1394.5337352454662,0.30003676999285395,0.0,0.0,320,"{'batch_size': 6, 'lr': 0.0002, 'eps': 1e-09}"
5,1398.3455050587654,0.30003676999285395,0.0,0.0,320,"{'batch_size': 6, 'lr': 0.0002, 'eps': 1e-09}"
6,1395.5837818086147,0.36773087599455234,0.5304724125495853,1.0,320,"{'batch_size': 6, 'lr': 0.0002, 'eps': 1e-09}"
7,1391.5705991387367,0.36773087599455234,0.5304724125495853,1.0,320,"{'batch_size': 6, 'lr': 0.0002, 'eps': 1e-09}"
8,1389.4884740412235,0.30003676999285395,0.0,0.0,320,"{'batch_size': 6, 'lr': 0.0002, 'eps': 1e-09}"
9,1394.9899884164333,0.36773087599455234,0.5304724125495853,1.0,319,"{'batch_size': 6, 'lr': 0.0002, 'eps': 1e-09}"
10,1390.9399369359016,0.36773087599455234,0.5304724125495853,1.0,320,"{'batch_size': 6, 'lr': 0.0002, 'eps': 1e-09}"
1,1394.7430019974709,0.30003676999285395,0.0,0.0,319,"{'batch_size': 6, 'lr': 0.0002, 'eps': 2e-08}"
2,1393.2192932963371,0.36773087599455234,0.5304724125495853,1.0,319,"{'batch_size': 6, 'lr': 0.0002, 'eps': 2e-08}"
3,1393.1745957136154,0.36773087599455234,0.5304724125495853,1.0,319,"{'batch_size': 6, 'lr': 0.0002, 'eps': 2e-08}"
4,1392.910925924778,0.30003676999285395,0.0,0.0,319,"{'batch_size': 6, 'lr': 0.0002, 'eps': 2e-08}"
5,1390.6674700379372,0.36773087599455234,0.5304724125495853,1.0,319,"{'batch_size': 6, 'lr': 0.0002, 'eps': 2e-08}"
6,1387.4459715485573,0.30003676999285395,0.0,0.0,319,"{'batch_size': 6, 'lr': 0.0002, 'eps': 2e-08}"
7,1395.703973889351,0.30003676999285395,0.0,0.0,319,"{'batch_size': 6, 'lr': 0.0002, 'eps': 2e-08}"
8,1393.1584746837616,0.36773087599455234,0.5304724125495853,1.0,319,"{'batch_size': 6, 'lr': 0.0002, 'eps': 2e-08}"
9,1391.7441441118717,0.30003676999285395,0.0,0.0,319,"{'batch_size': 6, 'lr': 0.0002, 'eps': 2e-08}"
10,1390.5574779808521,0.30003676999285395,0.0,0.0,319,"{'batch_size': 6, 'lr': 0.0002, 'eps': 2e-08}"
1,1399.3393764197826,0.30003676999285395,0.0,0.0,318,"{'batch_size': 6, 'lr': 0.0002, 'eps': 5e-08}"
2,1388.1914284527302,0.36773087599455234,0.5304724125495853,1.0,319,"{'batch_size': 6, 'lr': 0.0002, 'eps': 5e-08}"
3,1390.6136693060398,0.30003676999285395,0.0,0.0,319,"{'batch_size': 6, 'lr': 0.0002, 'eps': 5e-08}"
4,1389.3312542140484,0.36773087599455234,0.5304724125495853,1.0,318,"{'batch_size': 6, 'lr': 0.0002, 'eps': 5e-08}"
5,1387.372427791357,0.36773087599455234,0.5304724125495853,1.0,318,"{'batch_size': 6, 'lr': 0.0002, 'eps': 5e-08}"
6,1390.2669183313847,0.36773087599455234,0.5304724125495853,1.0,318,"{'batch_size': 6, 'lr': 0.0002, 'eps': 5e-08}"
7,1390.6365038752556,0.36773087599455234,0.5304724125495853,1.0,319,"{'batch_size': 6, 'lr': 0.0002, 'eps': 5e-08}"
8,1385.599147617817,0.36773087599455234,0.5304724125495853,1.0,331,"{'batch_size': 6, 'lr': 0.0002, 'eps': 5e-08}"
9,1389.3393200039864,0.36773087599455234,0.5304724125495853,1.0,336,"{'batch_size': 6, 'lr': 0.0002, 'eps': 5e-08}"
10,1390.2846476733685,0.30003676999285395,0.0,0.0,339,"{'batch_size': 6, 'lr': 0.0002, 'eps': 5e-08}"
1,1395.67016582191,0.36773087599455234,0.5304724125495853,1.0,338,"{'batch_size': 6, 'lr': 0.0002, 'eps': 1e-07}"
2,1390.1625771522522,0.36773087599455234,0.5304724125495853,1.0,340,"{'batch_size': 6, 'lr': 0.0002, 'eps': 1e-07}"
3,1395.7612591981888,0.36773087599455234,0.5304724125495853,1.0,340,"{'batch_size': 6, 'lr': 0.0002, 'eps': 1e-07}"
4,1396.6842518150806,0.36773087599455234,0.5304724125495853,1.0,341,"{'batch_size': 6, 'lr': 0.0002, 'eps': 1e-07}"
5,1393.7500465512276,0.30003676999285395,0.0,0.0,341,"{'batch_size': 6, 'lr': 0.0002, 'eps': 1e-07}"
6,1395.6099646687508,0.30003676999285395,0.0,0.0,341,"{'batch_size': 6, 'lr': 0.0002, 'eps': 1e-07}"
7,1389.7480680942535,0.36773087599455234,0.5304724125495853,1.0,341,"{'batch_size': 6, 'lr': 0.0002, 'eps': 1e-07}"
8,1389.514059573412,0.30003676999285395,0.0,0.0,344,"{'batch_size': 6, 'lr': 0.0002, 'eps': 1e-07}"
9,1394.6200532615185,0.36773087599455234,0.5304724125495853,1.0,344,"{'batch_size': 6, 'lr': 0.0002, 'eps': 1e-07}"
10,1393.759869903326,0.36773087599455234,0.5304724125495853,1.0,343,"{'batch_size': 6, 'lr': 0.0002, 'eps': 1e-07}"
